"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"чтение" 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0
"шантажировать" 0 0.01 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0
"шар" 0 0.06 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"швеция" 0 0 0 0 0.04 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"штафета" 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"эмилий" 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0 0 0
"яньшоу" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07
"японский" 0 0 0.01 0.03 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0
"яркий" 0 0.02 0 0 0.01 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0
"авлида" 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0
"акция" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.03 0 0
"аладин" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"александр" 0.01 0 0 0 0.01 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0
"альфонса" 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0
"анечка" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"аниарец" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"атмосфера" 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0
"байрон" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"банкир" 0 0 0.04 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0
"барыня" 0 0 0 0 0.01 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бедность" 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0.02 0.01
"беззащитный" 0 0 0 0 0 0.02 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0
"безобразный" 0 0.01 0 0 0.02 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01
"безумно" 0 0.01 0 0 0 0 0 0 0.01 0 0.01 0.01 0.02 0 0 0 0 0 0 0
"безуспешно" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0.02 0 0 0 0.01 0
"берден" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"бес" 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0.02
"бесконечно" 0 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0
"бесконечный" 0 0 0.01 0 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"беспокойство" 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0.01 0
"бессмертный" 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0.02 0.02
"бешеный" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0.01 0 0 0.01
"бизнес" 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0 0.03 0 0 0
"билет" 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0
"биллин" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бисер" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"благочестивый" 0 0 0 0 0 0 0.01 0 0 0 0.03 0 0 0.01 0 0 0 0 0 0.01
"благочестие" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.01 0 0 0.01 0 0 0
"блюдо" 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0 0.01 0 0.01 0.01 0 0 0
"божество" 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0.03 0 0 0 0.01
"болеть" 0.01 0 0 0.01 0 0.01 0 0 0.01 0 0 0 0.01 0 0 0.01 0 0 0 0
"брань" 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0.02 0.01 0 0.01 0 0 0 0
"бремя" 0 0 0 0.01 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0 0.02 0 0
"брендаболить" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"брести" 0 0 0 0 0.01 0.02 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0
"бритва" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02
"вбегать" 0.01 0 0 0 0.01 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0
"вдохновлять" 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0.01 0 0
"венера" 0 0 0 0 0 0.01 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0
"вершить" 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0.01 0 0 0 0.01 0 0 0.01
"весело" 0 0 0.02 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0.01 0 0 0.01 0
"ветвь" 0 0 0 0 0 0 0.01 0 0.01 0.02 0 0 0 0 0.01 0.01 0 0 0 0
"ветка" 0 0 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0.02
"взбесить" 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0.01 0 0 0
"виченцо" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"вовсю" 0 0 0.01 0.02 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01
"военнопленный" 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"воздушный" 0 0.04 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0
"возносить" 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0.01 0 0 0 0 0 0.02
"вон" 0 0 0 0 0 0 0.02 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0
"восемнадцать" 0.04 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0
"восторжествовать" 0 0 0.02 0 0.01 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0.01 0 0
"восхищение" 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0.03 0.01 0 0 0 0 0
"временный" 0 0.01 0.01 0 0 0.01 0 0 0 0 0.01 0 0 0 0 0.01 0.01 0 0 0
"всплывать" 0 0.01 0.02 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"всходить" 0 0 0 0 0 0 0 0.01 0.03 0.02 0 0 0 0 0 0 0 0 0 0
"всяческий" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0 0 0 0 0.01 0.01
"втайне" 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0.03 0.01 0
"выбегать" 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0.01 0.01 0 0.01 0 0
"выделяться" 0.01 0.01 0.02 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0
"выпивка" 0.01 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0
"гадать" 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0
"гао" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06
"гвардеец" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"глупость" 0 0 0.01 0 0 0.02 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0
"гнедой" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"говориться" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.03 0.01
"голубка" 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0
"гордо" 0.02 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0
"гостиничный" 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0.02
"гостить" 0 0.01 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.01 0 0 0
"гостья" 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0.01 0.02
"грань" 0 0 0.01 0.01 0 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0.01 0 0 0
"гробница" 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0.01 0.02 0 0 0 0 0 0
"гроза" 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.01 0 0.03
"груда" 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0.02 0 0.01 0 0 0 0 0.01
"грусть" 0.01 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0 0.01 0
"гувен" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0
"двигать" 0 0 0 0 0 0 0 0.02 0 0 0.01 0 0.01 0 0 0 0.02 0 0 0
"дейзи" 0 0 0 0 0 0.03 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0
"делить" 0 0 0 0 0 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0
"дерзкий" 0 0 0.01 0 0 0 0 0 0 0.02 0 0.01 0 0.01 0 0 0.01 0 0 0
"десятеро" 0 0.01 0.01 0 0 0 0.02 0 0.01 0 0 0 0 0.01 0 0 0 0 0 0
"десятый" 0.01 0 0.02 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0
"джуна" 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0
"ди" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0
"дивиться" 0 0 0 0 0 0 0.03 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0
"диктатор" 0 0 0.02 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0.02 0 0 0
"диссертация" 0 0.03 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.02 0 0 0 0
"добровольно" 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0.01 0.01
"добровольный" 0 0 0 0 0 0 0 0 0 0.03 0.01 0 0 0 0 0.02 0 0 0 0
"добродетельный" 0.01 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0.01 0 0 0.01 0 0 0.01
"доверие" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0.03 0 0 0 0.02
"доврский" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"донос" 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0 0 0.01 0.01
"доплывать" 0 0 0.01 0 0 0 0 0.04 0 0.01 0 0 0 0 0 0 0 0 0 0
"дорис" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дос" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"доспех" 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0
"дощечка" 0 0.02 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0 0.01 0 0
"дрезден" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дрожать" 0 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0.01 0 0 0.01
"дружеский" 0 0 0 0.02 0 0.01 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0
"естественный" 0 0 0 0 0 0.02 0 0 0 0 0 0.01 0.01 0 0 0.01 0.01 0 0 0
"жадный" 0 0.01 0 0 0 0 0 0 0.02 0 0 0.01 0.01 0 0 0 0 0 0.01 0
"жар" 0.01 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0
"жаркий" 0 0.01 0.01 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01
"женить" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0 0 0 0.01 0.02
"жертвоприношение" 0 0 0 0 0 0 0 0.04 0.01 0 0 0 0.01 0 0 0 0 0 0 0
"жэнь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0
"забор" 0.01 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0
"забредать" 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0 0.02 0 0.01 0.01
"загораться" 0.03 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0
"задний" 0 0 0 0.02 0 0 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0.01
"заклинать" 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0.01 0 0 0 0 0 0.01 0
"заковывать" 0 0 0 0 0 0 0.01 0 0.02 0 0 0 0 0 0.01 0 0 0 0.02 0
"заколдованный" 0 0 0.02 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0.01
"записной" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0
"запоминать" 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0.01 0 0 0.02 0
"запрет" 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0 0 0.03 0
"запрягать" 0 0 0 0 0.01 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0.01 0 0
"заступаться" 0 0 0 0.01 0 0 0.01 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"засыпать" 0.01 0 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0.02 0.01 0 0 0 0
"затаивать" 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0 0 0 0.01 0 0 0.01 0.01
"здравый" 0 0 0.01 0.01 0 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0
"зимний" 0 0.02 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0
"злоба" 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0
"злодейство" 0 0.01 0 0 0 0 0 0 0 0.03 0 0 0.02 0 0 0 0 0 0 0
"злодеяние" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.04 0.01 0 0 0 0 0 0
"злополучный" 0 0 0 0 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0.01 0 0.02 0
"знаток" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0.02 0 0.01 0.01
"иволгин" 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"идеальный" 0 0 0 0.01 0.03 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"издавать" 0 0.01 0 0 0 0.01 0 0 0 0.01 0 0.01 0 0 0.01 0 0 0 0.01 0
"издали" 0 0 0 0 0.01 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0
"измена" 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0 0.02 0 0.01 0 0 0
"изменяться" 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0
"инспектор" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.04 0
"интересно" 0.01 0.01 0 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0
"иокастый" 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0
"искренний" 0 0.01 0 0 0.01 0 0 0 0 0 0.02 0 0.01 0 0.01 0 0 0 0 0
"искусственный" 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0
"испания" 0 0 0 0 0 0 0.01 0 0 0.03 0 0 0 0 0 0 0.01 0.01 0 0
"исповедь" 0.02 0.01 0 0 0.01 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0
"испуганный" 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0 0.01 0 0.01 0.01
"историк" 0 0.01 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0
"исчезновение" 0 0 0.01 0 0 0 0 0 0 0 0.02 0 0 0 0.01 0 0 0.01 0 0.01
"итак" 0 0 0 0.02 0 0 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0.01
"ка" 0 0 0 0 0 0.01 0.03 0 0.02 0 0 0 0 0 0 0 0 0 0 0
"кабачок" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"камергер" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"канзас" 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"канэд" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0
"кац" 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"киностудия" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0
"китайский" 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0.04
"киферон" 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0
"клад" 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0.02 0.01 0.02
"класс" 0 0.03 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0
"клеант" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"клеонт" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"клиент" 0 0 0 0.03 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0
"коакс" 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0
"кодекс" 0 0 0.03 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0
"кожа" 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.04 0 0 0 0 0.01
"коллекция" 0 0 0.01 0 0 0 0 0 0 0 0 0.02 0 0 0.01 0 0.02 0 0 0
"коломбина" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"командор" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"комплимент" 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.04 0 0 0 0 0 0
"конный" 0.03 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"контрабандист" 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0
"копенгаген" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"коринф" 0 0 0 0 0 0 0 0.03 0 0.03 0 0 0 0 0 0 0 0 0 0
"крайний" 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01
"краса" 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0.01 0.01 0 0 0.01 0.01 0 0
"краска" 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0.01 0.01 0.01 0 0.01 0
"кристьерный" 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кровать" 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.01
"круглый" 0 0 0.01 0 0.01 0 0 0 0 0 0.01 0.01 0 0 0.01 0 0.01 0 0 0
"кстати" 0 0 0.02 0 0.03 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0
"кузен" 0 0 0 0.01 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0
"куриация" 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0
"лабиринт" 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.01 0 0 0.01 0 0
"лад" 0 0 0 0.03 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01
"латы" 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0
"лгать" 0 0 0.01 0 0 0.01 0 0 0.02 0 0 0 0.01 0 0 0 0 0.01 0 0
"легкомысленный" 0 0 0 0 0.01 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"лейтенант" 0 0.01 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"лесопилка" 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0
"летунов" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"либера" 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"лисий" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05
"лихой" 0 0 0 0 0.01 0.01 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01
"лихорадка" 0 0.01 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.03 0 0
"ловкий" 0 0 0 0.01 0.01 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0
"лопата" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0
"львиный" 0 0 0 0 0 0 0.02 0 0.01 0.02 0 0.01 0 0 0 0 0 0 0 0
"любимец" 0 0 0 0 0 0 0.02 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0
"любитель" 0 0 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0 0 0.02 0 0 0.01
"лют" 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"мавр" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.05 0 0 0
"макарский" 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"маккавей" 0 0 0 0 0.01 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"малютка" 0 0 0.01 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0.02 0 0 0 0
"масса" 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.02 0 0
"мастерская" 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.02 0.01 0 0 0 0.02
"материнский" 0.01 0 0 0 0 0 0 0 0.01 0 0 0.03 0 0 0 0 0 0.01 0 0
"мексиканский" 0 0 0 0.04 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0
"мертвец" 0 0 0.01 0 0 0.02 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0
"местечко" 0 0 0.01 0 0 0.01 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0 0 0 0
"мечеткин" 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"мешок" 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02
"мирской" 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0.03 0
"мнимый" 0.01 0.01 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0.01
"могущество" 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"молодец" 0 0 0.01 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0 0 0.02 0.01
"молча" 0.02 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0
"мольба" 0 0 0 0 0.01 0 0 0 0 0.02 0 0.01 0.01 0 0 0 0 0 0 0.01
"мореплаватель" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0
"мучиться" 0.01 0 0 0 0 0 0.03 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0
"набивать" 0.01 0 0.01 0 0 0.02 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0
"навеки" 0 0 0 0.01 0 0 0 0.01 0 0.01 0 0 0 0.02 0.01 0 0 0 0 0
"нажива" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0.04 0 0 0
"накормить" 0.01 0 0 0 0 0.01 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0.01
"налагать" 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0 0 0.01 0.01
"наоби" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0
"наотрез" 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.01 0 0 0 0 0.01 0
"насилие" 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0
"наследница" 0 0 0 0.02 0 0 0 0 0 0 0 0.03 0 0 0.01 0 0 0 0 0
"неблагодарный" 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.02 0 0 0.01 0.01 0 0 0
"невольник" 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.05 0 0 0
"невольница" 0 0 0 0 0 0 0 0 0 0 0 0.05 0.01 0 0 0 0 0 0 0
"негодование" 0.01 0 0 0.01 0 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0.01 0 0 0
"негритянский" 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0
"незамеченный" 0 0 0.01 0.03 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"неистовый" 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0
"немногий" 0 0 0.02 0.01 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0 0
"необыкновенно" 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.03
"необыкновенный" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.03
"необычайный" 0.01 0.02 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01
"неписаный" 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0.01 0 0
"непонятный" 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01
"неравнодушный" 0 0 0 0.01 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0.01 0 0
"нестор" 0 0 0 0 0 0 0 0.04 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"нечеловеческий" 0 0 0 0 0 0 0 0 0 0 0.03 0.02 0 0 0.01 0 0 0 0 0
"николай" 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"нипочем" 0 0 0 0 0 0 0.04 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0
"нищета" 0.01 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0.01 0.01 0
