,Source,Target,Weight,Type
68,233_part1,233_part2,1,undirected
69,233_part1,sanovich_part4,2,undirected
70,233_part1,zhivotovsky_part1,2,undirected
71,233_part2,123_part1,2,undirected
72,233_part2,123_part3,3,undirected
73,233_part2,233_part1,1,undirected
74,belov_part1,belov_part3,5,undirected
75,belov_part1,belov_part4,1,undirected
76,belov_part1,belov_part5,3,undirected
77,belov_part2,152_part1,2,undirected
78,belov_part2,227_part1,2,undirected
79,belov_part2,227_part2,1,undirected
80,belov_part2,belov_part5,3,undirected
81,belov_part2,karelsky_part1,2,undirected
82,belov_part2,rynkevich_part1,1,undirected
83,belov_part2,shishkin_part3,2,undirected
84,belov_part2,zhivotovsky_part1,1,undirected
85,belov_part3,belov_part1,5,undirected
86,belov_part3,belov_part4,5,undirected
87,belov_part3,belov_part5,3,undirected
88,belov_part3,kostyrko_part2,1,undirected
89,belov_part4,123_part2,1,undirected
90,belov_part4,123_part3,1,undirected
91,belov_part4,belov_part1,1,undirected
92,belov_part4,belov_part3,5,undirected
93,belov_part4,belov_part5,6,undirected
94,belov_part4,erkhov_part4,1,undirected
95,belov_part4,kostyrko_part1,1,undirected
96,belov_part4,shishkin_part3,1,undirected
97,belov_part4,zhidkov_part2,1,undirected
98,belov_part5,123_part3,1,undirected
99,belov_part5,belov_part1,3,undirected
100,belov_part5,belov_part2,3,undirected
101,belov_part5,belov_part3,3,undirected
102,belov_part5,belov_part4,6,undirected
103,erkhov_part1,123_part1,1,undirected
104,erkhov_part1,erkhov_part2,5,undirected
105,erkhov_part1,erkhov_part3,3,undirected
106,erkhov_part1,erkhov_part4,6,undirected
107,erkhov_part1,sanovich_part2,2,undirected
108,erkhov_part1,sanovich_part3,2,undirected
109,erkhov_part2,123_part3,1,undirected
110,erkhov_part2,165_part2,1,undirected
111,erkhov_part2,erkhov_part1,5,undirected
112,erkhov_part2,erkhov_part3,1,undirected
113,erkhov_part2,erkhov_part4,4,undirected
114,erkhov_part3,erkhov_part1,3,undirected
115,erkhov_part3,erkhov_part2,1,undirected
116,erkhov_part3,erkhov_part4,2,undirected
117,erkhov_part4,belov_part4,1,undirected
118,erkhov_part4,erkhov_part1,6,undirected
119,erkhov_part4,erkhov_part2,4,undirected
120,erkhov_part4,erkhov_part3,2,undirected
121,gasparov_part1,152_part1,1,undirected
122,gasparov_part1,226_part2,1,undirected
123,gasparov_part1,gasparov_part2,6,undirected
124,gasparov_part1,gasparov_part5,1,undirected
125,gasparov_part1,gasparov_part6,5,undirected
126,gasparov_part1,gasparov_part7,1,undirected
127,gasparov_part2,gasparov_part1,6,undirected
128,gasparov_part2,gasparov_part3,2,undirected
129,gasparov_part2,gasparov_part5,2,undirected
130,gasparov_part3,gasparov_part2,2,undirected
131,gasparov_part3,gasparov_part5,2,undirected
132,gasparov_part3,gasparov_part7,3,undirected
133,gasparov_part3,gasparov_part9,6,undirected
134,gasparov_part4,gasparov_part5,4,undirected
135,gasparov_part4,gasparov_part8,3,undirected
136,gasparov_part4,gasparov_part9,4,undirected
137,gasparov_part5,226_part2,2,undirected
138,gasparov_part5,gasparov_part1,1,undirected
139,gasparov_part5,gasparov_part2,2,undirected
140,gasparov_part5,gasparov_part3,2,undirected
141,gasparov_part5,gasparov_part4,4,undirected
142,gasparov_part5,gasparov_part8,1,undirected
143,gasparov_part5,gasparov_part9,5,undirected
144,gasparov_part6,123_part3,1,undirected
145,gasparov_part6,gasparov_part1,5,undirected
146,gasparov_part6,karelsky_part1,2,undirected
147,gasparov_part7,gasparov_part1,1,undirected
148,gasparov_part7,gasparov_part3,3,undirected
149,gasparov_part7,gasparov_part9,2,undirected
150,gasparov_part8,gasparov_part4,3,undirected
151,gasparov_part8,gasparov_part5,1,undirected
152,gasparov_part8,gasparov_part9,3,undirected
153,gasparov_part9,gasparov_part3,6,undirected
154,gasparov_part9,gasparov_part4,4,undirected
155,gasparov_part9,gasparov_part5,5,undirected
156,gasparov_part9,gasparov_part7,2,undirected
157,gasparov_part9,gasparov_part8,3,undirected
158,karelsky_part1,123_part3,1,undirected
159,karelsky_part1,123_part4,2,undirected
160,karelsky_part1,belov_part2,2,undirected
161,karelsky_part1,gasparov_part6,2,undirected
162,karelsky_part1,karelsky_part2,2,undirected
163,karelsky_part1,karelsky_part3,1,undirected
164,karelsky_part1,karelsky_part8,6,undirected
165,karelsky_part1,zhivotovsky_part2,4,undirected
166,karelsky_part2,karelsky_part1,2,undirected
167,karelsky_part2,karelsky_part5,1,undirected
168,karelsky_part2,karelsky_part7,1,undirected
169,karelsky_part2,karelsky_part8,4,undirected
170,karelsky_part2,karelsky_part9,1,undirected
171,karelsky_part2,zhivotovsky_part1,1,undirected
172,karelsky_part3,karelsky_part1,1,undirected
173,karelsky_part3,karelsky_part4,4,undirected
174,karelsky_part3,karelsky_part7,5,undirected
175,karelsky_part4,226_part1,5,undirected
176,karelsky_part4,karelsky_part3,4,undirected
177,karelsky_part4,karelsky_part5,6,undirected
178,karelsky_part4,karelsky_part6,2,undirected
179,karelsky_part4,karelsky_part7,2,undirected
180,karelsky_part5,karelsky_part2,1,undirected
181,karelsky_part5,karelsky_part4,6,undirected
182,karelsky_part5,karelsky_part6,5,undirected
183,karelsky_part5,shishkin_part4,2,undirected
184,karelsky_part6,karelsky_part4,2,undirected
185,karelsky_part6,karelsky_part5,5,undirected
186,karelsky_part6,karelsky_part7,1,undirected
187,karelsky_part7,karelsky_part2,1,undirected
188,karelsky_part7,karelsky_part3,5,undirected
189,karelsky_part7,karelsky_part4,2,undirected
190,karelsky_part7,karelsky_part6,1,undirected
191,karelsky_part8,karelsky_part1,6,undirected
192,karelsky_part8,karelsky_part2,4,undirected
193,karelsky_part8,karelsky_part9,5,undirected
194,karelsky_part9,123_part3,2,undirected
195,karelsky_part9,karelsky_part2,1,undirected
196,karelsky_part9,karelsky_part8,5,undirected
197,kostyrko_part1,belov_part4,1,undirected
198,kostyrko_part1,kostyrko_part2,6,undirected
199,kostyrko_part1,zhivotovsky_part2,2,undirected
200,kostyrko_part2,belov_part3,1,undirected
201,kostyrko_part2,kostyrko_part1,6,undirected
202,kostyrko_part2,zhivotovsky_part2,2,undirected
203,rynkevich_part1,belov_part2,1,undirected
204,rynkevich_part1,rynkevich_part2,6,undirected
205,rynkevich_part1,rynkevich_part3,1,undirected
206,rynkevich_part1,shishkin_part4,1,undirected
207,rynkevich_part1,shishkin_part5,4,undirected
208,rynkevich_part2,rynkevich_part1,6,undirected
209,rynkevich_part2,rynkevich_part3,5,undirected
210,rynkevich_part2,shishkin_part1,1,undirected
211,rynkevich_part2,shishkin_part2,3,undirected
212,rynkevich_part2,shishkin_part5,2,undirected
213,rynkevich_part2,zhidkov_part2,3,undirected
214,rynkevich_part3,rynkevich_part1,1,undirected
215,rynkevich_part3,rynkevich_part2,5,undirected
216,rynkevich_part3,shishkin_part5,2,undirected
217,sanovich_part1,123_part3,3,undirected
218,sanovich_part1,sanovich_part2,2,undirected
219,sanovich_part1,sanovich_part4,1,undirected
220,sanovich_part2,123_part1,1,undirected
221,sanovich_part2,erkhov_part1,2,undirected
222,sanovich_part2,sanovich_part1,2,undirected
223,sanovich_part2,sanovich_part3,6,undirected
224,sanovich_part3,erkhov_part1,2,undirected
225,sanovich_part3,sanovich_part2,6,undirected
226,sanovich_part3,sanovich_part4,2,undirected
227,sanovich_part4,123_part3,3,undirected
228,sanovich_part4,233_part1,2,undirected
229,sanovich_part4,sanovich_part1,1,undirected
230,sanovich_part4,sanovich_part3,2,undirected
231,shishkin_part1,123_part3,2,undirected
232,shishkin_part1,227_part1,1,undirected
233,shishkin_part1,rynkevich_part2,1,undirected
234,shishkin_part1,shishkin_part5,3,undirected
235,shishkin_part1,zhidkov_part1,2,undirected
236,shishkin_part2,rynkevich_part2,3,undirected
237,shishkin_part2,shishkin_part3,1,undirected
238,shishkin_part2,shishkin_part5,2,undirected
239,shishkin_part3,123_part3,3,undirected
240,shishkin_part3,belov_part2,2,undirected
241,shishkin_part3,belov_part4,1,undirected
242,shishkin_part3,shishkin_part2,1,undirected
243,shishkin_part4,karelsky_part5,2,undirected
244,shishkin_part4,rynkevich_part1,1,undirected
245,shishkin_part4,shishkin_part5,6,undirected
246,shishkin_part5,rynkevich_part1,4,undirected
247,shishkin_part5,rynkevich_part2,2,undirected
248,shishkin_part5,rynkevich_part3,2,undirected
249,shishkin_part5,shishkin_part1,3,undirected
250,shishkin_part5,shishkin_part2,2,undirected
251,shishkin_part5,shishkin_part4,6,undirected
252,smirnov_part1,smirnov_part2,6,undirected
253,smirnov_part1,smirnov_part3,4,undirected
254,smirnov_part1,smirnov_part4,4,undirected
255,smirnov_part2,smirnov_part1,6,undirected
256,smirnov_part2,smirnov_part3,3,undirected
257,smirnov_part2,smirnov_part4,5,undirected
258,smirnov_part3,smirnov_part1,4,undirected
259,smirnov_part3,smirnov_part2,3,undirected
260,smirnov_part3,smirnov_part4,2,undirected
261,smirnov_part4,smirnov_part1,4,undirected
262,smirnov_part4,smirnov_part2,5,undirected
263,smirnov_part4,smirnov_part3,2,undirected
264,zhidkov_part1,152_part1,1,undirected
265,zhidkov_part1,152_part2,3,undirected
266,zhidkov_part1,shishkin_part1,2,undirected
267,zhidkov_part1,zhidkov_part2,2,undirected
268,zhidkov_part2,belov_part4,1,undirected
269,zhidkov_part2,rynkevich_part2,3,undirected
270,zhidkov_part2,zhidkov_part1,2,undirected
271,zhivotovsky_part1,123_part1,3,undirected
272,zhivotovsky_part1,123_part3,2,undirected
273,zhivotovsky_part1,152_part1,1,undirected
274,zhivotovsky_part1,233_part1,2,undirected
275,zhivotovsky_part1,belov_part2,1,undirected
276,zhivotovsky_part1,karelsky_part2,1,undirected
277,zhivotovsky_part1,zhivotovsky_part2,6,undirected
278,zhivotovsky_part2,123_part1,2,undirected
279,zhivotovsky_part2,152_part1,3,undirected
280,zhivotovsky_part2,152_part2,3,undirected
281,zhivotovsky_part2,165_part1,3,undirected
282,zhivotovsky_part2,226_part3,1,undirected
283,zhivotovsky_part2,karelsky_part1,4,undirected
284,zhivotovsky_part2,kostyrko_part1,2,undirected
285,zhivotovsky_part2,kostyrko_part2,2,undirected
286,zhivotovsky_part2,zhivotovsky_part1,6,undirected
