"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"дьявол" 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.06 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0
"европа" 0 0 0 0 0 0.04 0 0.04 0 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0
"жалкий" 0 0 0 0.04 0 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.02 0.02 0.02 0 0.02 0 0.02 0 0 0.02 0.02 0 0
"женатый" 0.02 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.06 0.02 0.04 0 0 0 0 0.02
"жестоко" 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0 0 0.04 0.04 0 0.02 0 0.04 0 0.02 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0
"животное" 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0.02 0.02 0.02 0.02 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.06
"забросить" 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0.06 0 0 0 0 0 0.04 0.04 0.02 0.04 0 0.04 0 0
"завязываться" 0.02 0.04 0.02 0.04 0 0 0 0 0.02 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.02 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0
"заживать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0.04 0.14 0 0 0 0.02
"запирать" 0.04 0.02 0 0 0.04 0.02 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0.02 0 0 0.04 0.02 0 0 0 0.02 0 0 0 0 0 0
"зеркало" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0 0.02 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
"зуб" 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0 0.08 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0.02 0 0.04 0 0 0 0.02
"игрушка" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0.02 0 0 0 0 0.06 0 0 0.04 0 0.04 0
"избавлять" 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0.04 0 0 0.02 0.04 0.04 0 0 0.04 0 0 0 0.02 0.04 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0
"избирать" 0 0 0 0 0 0.04 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0.02 0 0 0.02 0.02 0 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0.04 0
"инга" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кадрусс" 0 0 0 0 0 0 0.36 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кангэц" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0
"карман" 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0.02 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.06 0 0 0 0 0.02 0.04 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0
"клитофонт" 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"княгиня" 0 0 0 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.16
"крыша" 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0.08 0 0 0 0 0 0.02 0.02
"кэтрин" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"лететь" 0.02 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0.08 0.02 0 0 0.04 0 0.04 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"лживый" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0.08 0.04 0 0 0.06 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0 0.02
"линтон" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"мамаша" 0 0 0 0 0.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0
"маркиза" 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.18 0 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02
"мексика" 0 0 0 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.08 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0.06 0 0 0
"милый" 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.02 0.04 0 0.04 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.04 0 0 0
"молодость" 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.04 0.02 0 0 0 0 0.04 0 0.02 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0.02 0.04
"мораль" 0 0 0 0 0.02 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0.02 0 0.04 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0 0 0 0 0.1 0.04 0 0
"мясо" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0.06 0.02 0.04 0 0 0.06 0.06 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0.02
"накануне" 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0.08 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02
"невозможный" 0 0 0 0 0.02 0.02 0 0.02 0 0 0.02 0 0.02 0 0.02 0 0 0 0.04 0 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0.02 0.02 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"недоумение" 0 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0.06 0 0 0 0.02 0.04 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0.04 0 0 0 0 0 0.02 0 0.02 0.02
"никомед" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"нравиться" 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.06 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0.04 0.04 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0
"обвинение" 0 0 0 0 0 0 0 0.04 0 0 0.04 0 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0.02 0 0.02 0 0
"обитатель" 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.06 0 0 0.02 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.08 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0 0
"обрушиваться" 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0.04 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0.02 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0
"обряд" 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.08 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0.02 0.04 0.02 0 0 0 0 0
"обсуждать" 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0.04 0.08 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.04 0 0 0.02
"особа" 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0 0.04 0.04 0.06 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0
"осознавать" 0 0 0 0 0 0 0.02 0.04 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0.04 0 0 0 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0 0.06 0.02 0
"отшельник" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.14 0 0 0 0 0.02 0 0 0 0 0.02 0.12 0.02 0 0.02 0 0 0
"оценивать" 0 0 0 0 0 0 0.04 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0 0.04 0
"пан" 0.06 0 0 0 0 0 0 0 0.12 0.06 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"пансион" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.22 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0
"пароход" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.12
"пастор" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.3 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"печаль" 0.02 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.04 0.02 0 0 0 0.02 0.02 0 0.02 0 0 0
"подданный" 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.06 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.06 0 0.06 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0
"поколение" 0.02 0 0.02 0 0 0 0.02 0 0 0 0.02 0.02 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.04 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0.02 0 0 0 0 0 0.04 0 0 0 0 0 0
"порок" 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0.04 0.04 0 0 0 0 0 0 0 0.04 0 0.06 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0
"предательство" 0 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.08 0 0 0 0.02 0.02 0.04 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0
"предъявлять" 0 0 0.02 0 0 0.08 0.02 0.06 0.02 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0
"приговор" 0 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.04 0 0 0.02 0.04 0 0 0.04 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0 0
"приемный" 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0.14 0 0 0 0 0 0
"пробираться" 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0.08 0 0 0 0 0 0 0 0 0 0.04
"пронякин" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"располагать" 0 0.02 0 0 0 0.06 0 0 0 0 0 0 0.02 0.04 0.02 0 0 0.04 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0
"реардэн" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0.26 0 0
"редкий" 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0.02 0 0.02 0 0 0 0.04 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0.04 0.04 0.02 0.02 0.02 0 0 0.02
"ренцо" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ресторан" 0 0 0.02 0.02 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0.08 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0
"роковой" 0 0.02 0.02 0.02 0 0 0 0.04 0.02 0.02 0 0.02 0.04 0 0.04 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"рудник" 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.16 0 0 0 0 0 0.1 0 0 0
"ружье" 0.06 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0.02 0.02 0 0 0 0 0.04 0 0 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"русы" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"рухнуть" 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0.02 0.02 0 0.02 0.04 0.02 0 0.02 0 0 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0.02 0 0 0 0
"сало" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36 0 0 0
"сановник" 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.14 0.14 0 0 0 0 0
"сапог" 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0 0 0 0 0.04
"свадебный" 0.02 0 0 0 0.04 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.04 0.04 0.02 0 0 0 0 0
"север" 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0.04 0 0 0.04 0.02 0 0 0 0 0.02 0 0 0 0.06 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.02 0.02 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0
"серебряный" 0.04 0 0 0 0.02 0.08 0.02 0 0 0 0.04 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0
"сквозь" 0.02 0 0.02 0.02 0 0.02 0 0 0 0.04 0 0 0.02 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0.02 0.02 0.04 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0
"скорбь" 0 0 0.04 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.06 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0.02 0 0 0 0 0
"смиряться" 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0.02 0 0 0.02 0 0.02 0.02 0.02 0.02 0 0.02 0 0
"спокойный" 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0.02 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0.04 0.02
"съедать" 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0.04 0 0 0.04 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.04 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0
"тонкий" 0 0 0.06 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0.04 0.02
"торговать" 0.04 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.04 0 0 0.02 0.02 0 0 0 0.02 0.04 0 0 0 0.02 0.02 0
"управляющий" 0.04 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0.02 0.02 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0
"христианский" 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0 0 0.02 0.02 0 0 0 0 0 0 0.06 0.02 0 0 0 0 0 0 0 0 0.02 0
