"123_part1" "123_part2" "123_part3" "123_part4" "152_part1" "152_part2" "165_part1" "165_part2" "226_part1" "226_part2" "226_part3" "227_part1" "227_part2" "233_part1" "233_part2" "belov_part1" "belov_part2" "belov_part3" "belov_part4" "belov_part5" "erkhov_part1" "erkhov_part2" "erkhov_part3" "erkhov_part4" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "gasparov_part5" "gasparov_part6" "gasparov_part7" "gasparov_part8" "gasparov_part9" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "karelsky_part5" "karelsky_part6" "karelsky_part7" "karelsky_part8" "karelsky_part9" "kostyrko_part1" "kostyrko_part2" "rynkevich_part1" "rynkevich_part2" "rynkevich_part3" "sanovich_part1" "sanovich_part2" "sanovich_part3" "sanovich_part4" "shishkin_part1" "shishkin_part2" "shishkin_part3" "shishkin_part4" "shishkin_part5" "smirnov_part1" "smirnov_part2" "smirnov_part3" "smirnov_part4" "zhidkov_part1" "zhidkov_part2" "zhivotovsky_part1" "zhivotovsky_part2"
"менехмы" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"метаться" 0 0.04 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.02 0.02 0 0 0 0.04 0 0.02 0.02 0 0 0.04 0 0.06 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0
"миллион" 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.1 0 0.04 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0.06 0 0 0.04 0 0 0
"милосердие" 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0.06 0.02 0 0 0 0 0 0.06 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0.02 0
"милость" 0 0 0 0 0 0.04 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0 0.02 0.02 0.02 0.02 0.02 0 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0
"мирный" 0 0 0 0 0.08 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0.04 0.04 0 0 0 0 0.04 0 0.06 0 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0
"мошенник" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0.04 0 0 0.02 0 0 0 0 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0.14 0 0 0 0 0 0.02 0
"н" 0 0 0 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0.02 0.14 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
"нападать" 0 0 0 0.02 0.04 0.02 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0.04 0 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0.02 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0
"настигать" 0 0.02 0.04 0 0.02 0.02 0.02 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0.02
"натура" 0 0 0 0 0.04 0.02 0 0 0 0 0 0.02 0.04 0 0 0.02 0 0 0.02 0.02 0.04 0.06 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0
"научать" 0 0.02 0.02 0 0 0 0 0 0.02 0.04 0 0.02 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.06 0 0 0 0.04 0 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0
"начальство" 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.1 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0
"негодяй" 0 0 0 0 0 0 0.06 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0 0 0 0 0
"немец" 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.1 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.1 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0
"необходимо" 0 0 0.02 0 0.02 0.04 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0 0 0 0 0 0 0 0 0.04 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.06 0 0
"необходимость" 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0.02 0.02 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.04 0 0 0 0.02 0.02 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0
"обида" 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0.04 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0.02 0 0 0.02 0
"обнимать" 0 0.02 0 0 0 0 0.06 0 0.06 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.02 0 0.02 0.02 0 0 0 0.02 0.04 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0
"обходиться" 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.04 0 0 0.02 0 0.04 0.02 0.02 0.02 0.02 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0
"около" 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0.04 0.06 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0.06
"опасаться" 0.02 0.02 0 0.02 0 0.02 0.02 0 0.02 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0.06 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0
"опускаться" 0.02 0 0.02 0 0.04 0.06 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0
"оргона" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"отбирать" 0.02 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0.02 0.02 0 0 0.04 0 0 0.02 0
"открытый" 0.02 0 0.02 0 0 0 0.04 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0.04 0 0.02 0.02 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0
"относить" 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0.02 0 0 0 0 0.04 0 0.02 0 0.02 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.04 0
"ощущение" 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.04 0.02 0 0 0.06 0.06 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0
"палец" 0.02 0.02 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0.04 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.08 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0
"папа" 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.02 0.16 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.1
"парк" 0 0.04 0 0 0 0.04 0.02 0 0 0 0 0.12 0.04 0 0 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0
"персонаж" 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0.02 0 0.04 0 0.02 0.08 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0.04 0 0 0.02
"пилигрим" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"поездка" 0.02 0 0 0.1 0 0 0 0 0 0 0.02 0 0 0.1 0.02 0.02 0 0.02 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0
"поймать" 0 0 0.02 0 0.02 0 0.02 0 0.04 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0.04 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0 0.02 0.02 0.02 0 0 0 0 0 0
"помешать" 0.02 0.02 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0.02 0.02 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0.02 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0 0
"порыв" 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0.06 0 0.02 0.02 0.02 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02
"прах" 0 0 0 0 0.02 0.02 0 0 0 0.04 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0.04 0 0.02 0 0.08 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.04 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0
"предоставлять" 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0.04 0.04 0 0
"представление" 0 0 0.04 0 0 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0.02 0 0 0.06 0.02 0 0.02 0 0 0 0.02 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0
"презирать" 0 0 0.04 0 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0 0 0 0.02 0 0.02 0 0 0.02 0 0 0 0.02 0 0 0 0.02 0.02 0 0 0 0 0.04 0 0.02 0
"преисподняя" 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0.06 0 0 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0
"приданое" 0.04 0.02 0 0 0 0 0.06 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0.02 0.08 0.02 0 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"приют" 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0.02 0.02 0.04 0 0 0 0 0 0.04 0 0 0 0 0 0.04 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0.02 0 0.06 0 0 0 0 0 0
"проверять" 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0.06 0.02 0.02 0.02 0 0 0 0.04 0 0.02 0.02 0.02 0 0 0.02 0.02 0.02 0 0 0.02 0 0
"проклинать" 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.06 0.04 0 0 0 0 0.04 0.02 0.02 0 0 0 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0.04 0 0 0.02 0 0 0.02 0 0 0
"прощание" 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0.04 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0.02 0 0.02 0 0 0 0 0.02 0.04 0 0 0.02 0.02
"психея" 0 0 0 0 0.02 0 0 0 0.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"птичка" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"свойство" 0 0 0.02 0.02 0 0 0 0 0 0 0 0.04 0.12 0 0 0.02 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0.02
"серебро" 0 0 0 0 0.02 0.12 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.04 0 0 0 0.08 0 0 0.04 0 0 0 0
"скорый" 0 0 0 0.02 0.02 0 0 0.02 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0.06 0 0 0.02 0 0.02 0 0.02 0 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0.02 0 0.06 0 0 0 0 0
"смеральдина" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"стан" 0 0 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.08 0.02 0.04 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"страница" 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0 0 0.02 0 0.04 0.02 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0.04 0.08 0 0 0 0 0.02 0 0 0
"сумасшедший" 0.02 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0.04 0 0 0.02 0 0 0.02 0.04 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0 0 0.02 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0.02
"сун" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.06 0 0.32 0 0 0 0
"тадземара" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"течение" 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0.02 0.02 0 0 0.02 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0 0.02 0 0 0 0 0 0 0 0 0 0.06 0 0
"торжествовать" 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0.04 0.02 0 0 0.06 0.04 0.02 0.02 0.02 0 0 0.02 0.02 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"услуга" 0 0 0 0 0 0 0.02 0 0.04 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.06 0.02 0 0 0 0 0 0.06 0 0 0.02 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0
"устанавливать" 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.04 0 0 0.02 0 0 0.08 0 0 0 0.02 0 0 0 0.06 0 0
"устремляться" 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.02 0.02 0 0 0.04 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0.04 0.02 0 0 0 0 0 0.02 0 0.02 0
"ухаживать" 0 0.04 0.02 0 0 0 0 0 0 0.06 0.02 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0.02 0.02 0.08 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0
"франция" 0 0 0 0.04 0 0.02 0 0.14 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0 0.02 0
"хитрый" 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0.02 0.02 0 0.02 0 0 0 0 0 0 0.02 0.04 0.02 0 0.02 0.04 0 0 0 0 0 0 0 0.06 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0
"холодный" 0 0 0 0 0 0.02 0.02 0 0 0 0 0.04 0.02 0 0 0 0 0.02 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0 0 0 0 0.02 0 0.04 0 0.02 0 0.04 0 0 0 0 0.04 0 0 0 0 0 0 0.02 0 0 0
"чары" 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0.04 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0.04 0 0 0.04 0 0 0 0 0.02 0.06 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02
"южный" 0 0 0 0.02 0 0.02 0 0 0 0 0.02 0 0 0 0 0.02 0.02 0 0.02 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.06 0.02 0 0 0 0.04 0 0 0 0 0
"аббат" 0 0 0 0 0 0 0.36 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"аммалат" 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ансельмо" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"армилла" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бабичев" 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"боб" 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.32 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02
"браться" 0.02 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0.02 0.02 0.04 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0.02 0 0 0.04 0.02 0.02 0 0 0 0 0 0.04 0 0 0
"булат" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"верность" 0 0.02 0 0 0 0 0.02 0 0 0 0.04 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0 0 0.02 0.02 0 0 0 0.02 0.02 0 0.02 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.04 0 0 0.02 0 0 0
"взор" 0 0 0 0 0.02 0 0 0.02 0.06 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.04 0.02 0 0 0.02 0 0 0.02 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0.02
"взрослый" 0.02 0 0 0.02 0.02 0 0 0 0 0 0 0.02 0 0 0.04 0 0.02 0 0.02 0.04 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0
"внешний" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.04 0 0 0.02 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0.04 0 0 0 0 0.04 0.08 0 0
"выглядеть" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0 0.02 0.02 0 0.02 0.02 0 0.02 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0.06 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0.02
"гораздо" 0 0 0 0.02 0 0.04 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0 0 0 0 0.08 0 0 0.04 0.02 0 0 0 0 0 0 0 0.02 0.02 0.04 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0.02 0
"дача" 0 0.02 0.14 0.08 0.02 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04
"домик" 0.02 0.02 0 0.08 0 0 0 0 0 0 0 0.02 0 0 0 0.04 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0.02 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0.02 0 0.04 0
